tempo,velocità,latitudine,longitudine
3113.926365,38.52,45.483778,8.296432
3114.954321,38.15,45.483717999999996,8.296329
3115.982507,37.78,45.483658999999996,8.296225999999999
3116.912537,37.59,45.483599999999996,8.296123
3117.944348,37.410000000000004,45.483542,8.296019
3118.972422,37.410000000000004,45.483484999999995,8.295912999999999
3120.004572,37.22,45.483430999999996,8.295805999999999
3120.932269,37.78,45.483374999999995,8.295698
3121.96061,37.78,45.483318999999995,8.295589999999999
3122.990444,38.33,45.483261999999996,8.295482
3123.918665,37.96,45.483204,8.295376
3124.946508,37.96,45.483148,8.29527
3125.974675,37.59,45.483092,8.295164999999999
3127.008539,37.78,45.483036,8.295059
3127.94071,37.59,45.482980999999995,8.294952
3128.978579,37.96,45.482926,8.294846
3129.916791,37.59,45.48287,8.29474
